InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
566601,20652,BLUE POLKADOT LUGGAGE TAG ,1,2011-09-13 15:57:00,1.25,16469.0,United Kingdom
578265,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-11-23 13:28:00,0.85,13018.0,United Kingdom
550622,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-04-19 13:49:00,0.42,13735.0,United Kingdom
554985,22849,BREAD BIN DINER STYLE MINT,1,2011-05-29 12:26:00,16.95,12426.0,Germany
572451,22685,FRENCH BLUE METAL DOOR SIGN 0,10,2011-10-24 12:36:00,1.25,12921.0,United Kingdom
578852,23211,RED ROCKING HORSE HAND PAINTED,2,2011-11-27 11:12:00,1.25,17841.0,United Kingdom
576463,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2011-11-15 11:37:00,2.1,17974.0,United Kingdom
542231,21755,LOVE BUILDING BLOCK WORD,4,2011-01-26 13:40:00,5.95,16714.0,United Kingdom
558336,22627,MINT KITCHEN SCALES,2,2011-06-28 13:17:00,8.5,14364.0,United Kingdom
538191,22075,6 RIBBONS ELEGANT CHRISTMAS ,96,2010-12-10 10:49:00,1.45,15061.0,United Kingdom
562222,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2011-08-03 14:33:00,1.06,18073.0,United Kingdom
576362,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-11-14 17:11:00,1.45,14755.0,United Kingdom
559549,21635,MADRAS NOTEBOOK LARGE ,2,2011-07-10 15:25:00,1.25,13230.0,United Kingdom
571307,23566,EGG CUP MILKMAID HEIDI,12,2011-10-17 10:10:00,1.25,14443.0,United Kingdom
552971,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-12 13:41:00,2.95,14738.0,United Kingdom
558876,20707,CRAZY DAISY HEART DECORATION,7,2011-07-04 13:36:00,1.25,17841.0,United Kingdom
540416,84800L,LARGE WHITE/PINK ROSE ART FLOWER,24,2011-01-07 10:55:00,1.69,16473.0,United Kingdom
548336,15036,ASSORTED COLOURS SILK FAN,600,2011-03-30 14:06:00,0.65,13082.0,United Kingdom
545166,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-02-28 14:03:00,1.25,17027.0,United Kingdom
554139,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-05-23 10:34:00,0.95,14911.0,EIRE
561517,23226,FILIGREE HEART DAISY WHITE,24,2011-07-27 15:17:00,1.25,18226.0,United Kingdom
575692,22744,MAKE YOUR OWN MONSOON CARD KIT,1,2011-11-10 16:27:00,2.95,12508.0,France
566005,22469,HEART OF WICKER SMALL,2,2011-09-08 11:56:00,1.65,16426.0,United Kingdom
577404,20829,GLITTER HANGING BUTTERFLY STRING,6,2011-11-20 10:16:00,2.1,17243.0,United Kingdom
551960,22854,CREAM SWEETHEART EGG HOLDER,4,2011-05-05 12:38:00,4.95,18239.0,United Kingdom
559106,23006,TRAVEL CARD WALLET FLOWER MEADOW,2,2011-07-06 11:10:00,0.42,15889.0,United Kingdom
562044,16045,POPART WOODEN PENCILS ASST,100,2011-08-02 10:24:00,0.04,16607.0,United Kingdom
560445,21914,BLUE HARMONICA IN BOX ,96,2011-07-19 09:08:00,1.25,14156.0,EIRE
544467,22778,GLASS CLOCHE SMALL,1,2011-02-20 15:51:00,3.95,14502.0,United Kingdom
569089,23321,SMALL WHITE HEART OF WICKER,6,2011-09-30 12:03:00,1.65,13764.0,United Kingdom
557793,21906,PHARMACIE FIRST AID TIN,1,2011-06-22 17:30:00,6.75,14998.0,United Kingdom
576399,22992,REVOLVER WOODEN RULER ,12,2011-11-15 10:50:00,1.95,12684.0,France
545530,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-03-03 13:45:00,4.95,17416.0,United Kingdom
571846,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,7,2011-10-19 12:35:00,1.25,17841.0,United Kingdom
539920,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2,2010-12-23 11:06:00,6.75,14085.0,United Kingdom
565067,22419,LIPSTICK PEN RED,5,2011-08-31 17:16:00,0.42,15856.0,United Kingdom
549844,21383,PACK OF 12 STICKY BUNNIES,6,2011-04-12 14:17:00,0.65,12854.0,United Kingdom
569653,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-10-05 12:52:00,0.85,12451.0,Switzerland
572667,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-10-25 13:05:00,9.95,15963.0,United Kingdom
572279,23284,DOORMAT KEEP CALM AND COME IN,5,2011-10-23 10:56:00,8.25,16066.0,United Kingdom
549559,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-04-10 13:25:00,1.95,12447.0,Belgium
571292,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2011-10-16 15:45:00,1.25,15311.0,United Kingdom
554424,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-05-24 12:14:00,7.95,14527.0,United Kingdom
572302,22683,FRENCH BLUE METAL DOOR SIGN 8,1,2011-10-23 14:47:00,1.25,15427.0,United Kingdom
580635,85199S,SMALL HANGING IVORY/RED WOOD BIRD,8,2011-12-05 12:30:00,0.42,14649.0,United Kingdom
545558,82581,TOILET METAL SIGN,25,2011-03-03 15:31:00,0.55,17873.0,United Kingdom
579520,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-11-29 18:14:00,2.95,12748.0,United Kingdom
576872,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-11-16 16:26:00,2.08,13238.0,United Kingdom
545544,23004,TRAVEL CARD WALLET PANTRY,24,2011-03-03 14:56:00,0.42,14057.0,United Kingdom
560364,84997B,CHILDRENS CUTLERY RETROSPOT RED ,8,2011-07-18 12:15:00,4.15,16705.0,United Kingdom
564353,23267,SET OF 4 SANTA PLACE SETTINGS,12,2011-08-24 15:08:00,1.25,15764.0,United Kingdom
572990,23085,ANTIQUE SILVER BAUBLE LAMP  ,12,2011-10-27 10:54:00,8.25,18276.0,United Kingdom
580915,22192,BLUE DINER WALL CLOCK,6,2011-12-06 13:45:00,8.5,17705.0,United Kingdom
547658,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-03-24 13:04:00,0.55,13736.0,United Kingdom
545519,22289,HANGING METAL CHICKEN DECORATION,24,2011-03-03 12:27:00,1.25,16159.0,United Kingdom
553739,23175,REGENCY MILK JUG PINK ,6,2011-05-19 09:23:00,3.25,14895.0,United Kingdom
554151,22524,CHILDRENS GARDEN GLOVES BLUE,10,2011-05-23 11:07:00,1.25,14049.0,United Kingdom
539728,21468,BUTTERFLY CROCHET FOOD COVER,6,2010-12-21 14:26:00,3.75,16270.0,United Kingdom
546850,82551,LAUNDRY 15C METAL SIGN,4,2011-03-17 13:20:00,1.45,13268.0,United Kingdom
565766,46000U,POLYESTER FILLER PAD 30CMx30CM,4,2011-09-06 14:23:00,1.25,17841.0,United Kingdom
545590,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-03-04 10:24:00,0.29,15220.0,United Kingdom
566290,22570,FELTCRAFT CUSHION RABBIT,1,2011-09-11 15:24:00,3.75,14456.0,United Kingdom
550488,23004,TRAVEL CARD WALLET PANTRY,10,2011-04-18 14:27:00,0.42,16729.0,United Kingdom
546731,85014B,RED RETROSPOT UMBRELLA,3,2011-03-16 11:39:00,5.95,13089.0,United Kingdom
544464,21426,WOODLAND STORAGE BOX SMALL,2,2011-02-20 14:38:00,2.1,17323.0,United Kingdom
562593,20659,ECONOMY LUGGAGE TAG,2,2011-08-07 15:43:00,1.25,16549.0,United Kingdom
544645,22653,BUTTON BOX ,20,2011-02-22 11:58:00,1.95,16843.0,United Kingdom
573323,23329,DECORATIVE WICKER HEART LARGE,12,2011-10-30 10:54:00,1.65,15708.0,United Kingdom
568952,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2011-09-29 15:29:00,1.25,14305.0,United Kingdom
536500,22113,GREY HEART HOT WATER BOTTLE,3,2010-12-01 12:35:00,3.75,17377.0,United Kingdom
572617,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-10-25 11:52:00,2.95,18272.0,United Kingdom
567709,22464,HANGING METAL HEART LANTERN,12,2011-09-22 09:53:00,1.65,15239.0,United Kingdom
571129,23407,SET OF 2 TRAYS HOME SWEET HOME,4,2011-10-14 10:03:00,9.95,14156.0,EIRE
542373,22029,SPACEBOY BIRTHDAY CARD,12,2011-01-27 13:38:00,0.42,16767.0,United Kingdom
572969,21619,4 VANILLA BOTANICAL CANDLES,12,2011-10-27 10:46:00,1.25,13363.0,United Kingdom
559928,20750,RED RETROSPOT MINI CASES,10,2011-07-14 08:52:00,7.95,12405.0,Finland
564200,22600,CHRISTMAS RETROSPOT STAR WOOD,1,2011-08-23 17:37:00,0.85,18018.0,United Kingdom
569220,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-10-02 13:26:00,1.45,16007.0,United Kingdom
581224,51014A,"FEATHER PEN,HOT PINK",24,2011-12-08 09:47:00,0.39,17631.0,United Kingdom
550310,22567,20 DOLLY PEGS RETROSPOT,48,2011-04-17 11:04:00,1.25,15985.0,United Kingdom
562112,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-08-02 15:53:00,4.15,18236.0,United Kingdom
564733,21220,SET/4 BADGES DOGS,2,2011-08-28 13:18:00,1.25,17841.0,United Kingdom
552652,21930,JUMBO STORAGE BAG SKULLS,3,2011-05-10 14:09:00,2.08,14591.0,United Kingdom
564141,20886,BOX OF 9 PEBBLE CANDLES,4,2011-08-23 11:47:00,1.95,17841.0,United Kingdom
578701,22633,HAND WARMER UNION JACK,12,2011-11-25 10:52:00,2.1,17624.0,United Kingdom
578045,22972,CHILDREN'S SPACEBOY MUG,1,2011-11-22 14:43:00,1.65,17297.0,United Kingdom
543748,90185D,CRYSTAL DIAMANTE EXPANDABLE RING,6,2011-02-11 13:54:00,4.25,12913.0,United Kingdom
577438,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2011-11-20 11:09:00,1.95,18118.0,United Kingdom
545856,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-03-07 13:54:00,4.95,16225.0,United Kingdom
580516,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,2011-12-04 14:15:00,0.39,17954.0,United Kingdom
562539,23335,EGG FRYING PAN IVORY ,2,2011-08-05 15:30:00,2.08,17220.0,United Kingdom
568346,23201,JUMBO BAG ALPHABET,1,2011-09-26 15:28:00,4.13,14096.0,United Kingdom
573264,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10,2011-10-28 12:36:00,0.29,14415.0,United Kingdom
571850,22617,BAKING SET SPACEBOY DESIGN,2,2011-10-19 12:54:00,4.95,14698.0,United Kingdom
568701,21903,MAN FLU METAL SIGN,12,2011-09-28 15:07:00,2.1,13924.0,United Kingdom
572676,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-10-25 13:30:00,1.25,16258.0,United Kingdom
548293,84987,SET OF 36 TEATIME PAPER DOILIES,144,2011-03-30 11:51:00,1.25,13798.0,United Kingdom
553750,21155,RED RETROSPOT PEG BAG,6,2011-05-19 10:16:00,2.55,15660.0,United Kingdom
553102,82001S,VINYL RECORD FRAME SILVER,48,2011-05-13 11:58:00,3.39,12980.0,United Kingdom
547209,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-03-21 14:44:00,1.25,13081.0,United Kingdom
552057,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-05-06 10:34:00,3.95,17504.0,United Kingdom
560841,85053,FRENCH ENAMEL CANDLEHOLDER,6,2011-07-21 12:25:00,1.69,14298.0,United Kingdom
543115,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,2011-02-03 13:27:00,0.85,14606.0,United Kingdom
554630,21832,CHOCOLATE CALCULATOR,9,2011-05-25 11:34:00,1.65,13268.0,United Kingdom
571679,23004,TRAVEL CARD WALLET PANTRY,6,2011-10-18 13:41:00,0.42,14159.0,United Kingdom
543812,20984,12 PENCILS TALL TUBE POSY,1,2011-02-13 14:40:00,0.85,17472.0,United Kingdom
561363,84859C,PINK DISCO HANDBAG,2,2011-07-26 15:42:00,1.95,17238.0,United Kingdom
538187,22960,JAM MAKING SET WITH JARS,6,2010-12-10 10:27:00,4.25,16499.0,United Kingdom
579555,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,2,2011-11-30 11:08:00,2.95,16241.0,United Kingdom
547069,21202,DOLLY HONEYCOMB GARLAND,3,2011-03-20 13:52:00,1.65,16710.0,United Kingdom
572308,23305,SET 4 PICNIC CUTLERY BLUEBERRY,1,2011-10-23 15:27:00,1.95,12748.0,United Kingdom
543161,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-02-03 17:01:00,1.95,14497.0,United Kingdom
543541,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2011-02-09 14:44:00,1.49,12462.0,Spain
551658,22896,PEG BAG APPLES DESIGN,6,2011-05-03 12:13:00,2.55,16746.0,United Kingdom
550626,37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,4,2011-04-19 14:23:00,0.39,13184.0,United Kingdom
577410,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-11-20 10:59:00,9.95,14664.0,United Kingdom
547488,22626,BLACK KITCHEN SCALES,3,2011-03-23 11:30:00,8.5,13821.0,United Kingdom
574868,21429,RED GINGHAM ROSE JEWELLERY BOX,16,2011-11-07 12:41:00,1.95,13824.0,United Kingdom
564353,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-08-24 15:08:00,2.1,15764.0,United Kingdom
545994,21240,BLUE POLKADOT CUP,8,2011-03-08 13:50:00,0.85,12623.0,Germany
575753,22505,MEMO BOARD COTTAGE DESIGN,1,2011-11-11 10:41:00,4.95,17841.0,United Kingdom
541670,22430,ENAMEL WATERING CAN CREAM,16,2011-01-20 12:34:00,4.25,14911.0,EIRE
547114,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-03-21 11:49:00,0.95,14688.0,United Kingdom
544893,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2011-02-24 12:01:00,4.95,17865.0,United Kingdom
554026,23170,REGENCY TEA PLATE ROSES ,48,2011-05-20 13:34:00,1.45,13324.0,United Kingdom
545067,22975,SPACEBOY CHILDRENS EGG CUP,1,2011-02-27 14:49:00,1.25,17894.0,United Kingdom
573396,23284,DOORMAT KEEP CALM AND COME IN,1,2011-10-30 15:13:00,8.25,14723.0,United Kingdom
563227,22067,CHOC TRUFFLE GOLD TRINKET POT ,36,2011-08-14 15:33:00,1.45,14301.0,United Kingdom
577938,22398,MAGNETS PACK OF 4 SWALLOWS,1,2011-11-22 12:07:00,0.39,15525.0,United Kingdom
569718,23213,STAR WREATH DECORATION WITH BELL,12,2011-10-06 09:01:00,1.25,15837.0,United Kingdom
555857,23309,SET OF 60 I LOVE LONDON CAKE CASES ,5,2011-06-07 14:03:00,0.55,16393.0,United Kingdom
575673,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-11-10 15:04:00,1.45,14863.0,United Kingdom
566271,21174,POTTERING IN THE SHED METAL SIGN,12,2011-09-11 13:44:00,2.08,14250.0,United Kingdom
536837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-02 18:15:00,2.95,14395.0,United Kingdom
553683,23158,SET OF 5 LUCKY CAT MAGNETS ,60,2011-05-18 13:50:00,2.08,14060.0,United Kingdom
556482,21679,SKULLS  STICKERS,12,2011-06-12 13:04:00,0.85,17242.0,United Kingdom
564896,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-08-31 11:06:00,0.85,13726.0,United Kingdom
578666,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-11-24 17:06:00,2.08,17727.0,United Kingdom
547730,23159,SET OF 5 PANCAKE DAY MAGNETS,1,2011-03-25 11:01:00,2.08,14796.0,United Kingdom
577258,21811,HANGING HEART WITH BELL,2,2011-11-18 12:27:00,0.39,16764.0,United Kingdom
549577,21786,POLKADOT RAIN HAT ,24,2011-04-11 08:16:00,0.42,14286.0,United Kingdom
558235,22979,PANTRY WASHING UP BRUSH,1,2011-06-27 14:41:00,1.45,16242.0,United Kingdom
569017,23508,MINI PLAYING CARDS DOLLY GIRL ,20,2011-09-30 09:22:00,0.42,13813.0,Germany
578022,21507,ELEPHANT BIRTHDAY CARD ,12,2011-11-22 13:25:00,0.42,17371.0,United Kingdom
556484,21213,PACK OF 72 SKULL CAKE CASES,2,2011-06-12 13:17:00,0.55,16938.0,United Kingdom
580119,23010,CIRCUS PARADE BABY GIFT SET,1,2011-12-01 16:37:00,16.95,17920.0,United Kingdom
569470,82583,HOT BATHS METAL SIGN,4,2011-10-04 12:25:00,2.1,17673.0,United Kingdom
572215,23515,EMBROIDERED RIBBON REEL DAISY ,6,2011-10-21 12:52:00,2.08,12646.0,USA
536392,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2010-12-01 10:29:00,165.0,13705.0,United Kingdom
570855,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,2011-10-12 14:56:00,0.85,17314.0,United Kingdom
552779,22652,TRAVEL SEWING KIT,10,2011-05-11 12:13:00,1.65,13013.0,United Kingdom
560974,23110,PARISIENNE KEY CABINET ,4,2011-07-22 11:55:00,5.75,14426.0,United Kingdom
540149,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-01-05 11:00:00,1.25,12921.0,United Kingdom
559256,23035,DRAWER KNOB CERAMIC IVORY,12,2011-07-07 12:10:00,1.45,15249.0,United Kingdom
542422,48129,DOORMAT TOPIARY,1,2011-01-27 19:33:00,7.95,14702.0,United Kingdom
568226,22625,RED KITCHEN SCALES,2,2011-09-26 10:39:00,8.5,16719.0,United Kingdom
554098,85176,SEWING SUSAN 21 NEEDLE SET,4,2011-05-22 13:01:00,0.85,14769.0,United Kingdom
573829,22151,PLACE SETTING WHITE HEART,24,2011-11-01 11:35:00,0.42,16830.0,United Kingdom
546108,84750B,BLACK SMALL GLASS CAKE STAND,3,2011-03-09 12:35:00,1.95,15529.0,United Kingdom
570672,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-10-11 14:52:00,3.75,12536.0,France
564474,22426,ENAMEL WASH BOWL CREAM,4,2011-08-25 12:46:00,3.75,14180.0,United Kingdom
546638,22055,MINI CAKE STAND  HANGING STRAWBERY,8,2011-03-15 12:52:00,1.65,15106.0,United Kingdom
562032,47559B,TEA TIME OVEN GLOVE,10,2011-08-02 08:48:00,1.25,12347.0,Iceland
539642,22489,PACK OF 12 TRADITIONAL CRAYONS,5,2010-12-20 15:35:00,0.42,15867.0,United Kingdom
560397,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-07-18 14:04:00,1.65,17652.0,United Kingdom
555845,22147,FELTCRAFT BUTTERFLY HEARTS,3,2011-06-07 13:19:00,1.45,17015.0,United Kingdom
554091,15036,ASSORTED COLOURS SILK FAN,48,2011-05-22 12:35:00,0.83,13657.0,United Kingdom
569860,21155,RED RETROSPOT PEG BAG,6,2011-10-06 14:37:00,2.55,13812.0,Germany
578822,23087,ZINC  HEART T-LIGHT HOLDER,16,2011-11-25 14:00:00,1.25,13437.0,United Kingdom
549539,22241,GARLAND WOODEN HAPPY EASTER,24,2011-04-10 10:10:00,1.25,15465.0,United Kingdom
546732,21662,VINTAGE GLASS COFFEE CADDY,1,2011-03-16 11:41:00,5.95,14606.0,United Kingdom
547888,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-03-28 09:59:00,1.65,13368.0,United Kingdom
558751,23191,BUNDLE OF 3 RETRO NOTE BOOKS,3,2011-07-03 11:26:00,1.65,16009.0,United Kingdom
571824,22078,RIBBON REEL LACE DESIGN ,10,2011-10-19 11:49:00,2.1,12472.0,Germany
554089,22265,EASTER DECORATION NATURAL CHICK,12,2011-05-22 12:16:00,0.65,13527.0,United Kingdom
544463,22261,FELT EGG COSY WHITE RABBIT ,1,2011-02-20 14:31:00,0.85,12988.0,United Kingdom
557268,22629,SPACEBOY LUNCH BOX ,2,2011-06-19 11:26:00,1.95,13097.0,United Kingdom
539019,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2010-12-15 14:12:00,1.25,17551.0,United Kingdom
579848,23340,VINTAGE CHRISTMAS CAKE FRILL,12,2011-11-30 16:23:00,1.65,18179.0,United Kingdom
564060,21914,BLUE HARMONICA IN BOX ,3,2011-08-22 14:37:00,1.25,17073.0,United Kingdom
573576,22899,CHILDREN'S APRON DOLLY GIRL ,1,2011-10-31 14:09:00,4.13,14096.0,United Kingdom
560824,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3,2011-07-21 11:23:00,0.55,17935.0,United Kingdom
575700,23301,GARDENERS KNEELING PAD KEEP CALM ,24,2011-11-10 16:58:00,1.65,15111.0,United Kingdom
551656,21539,RED RETROSPOT BUTTER DISH,3,2011-05-03 12:10:00,4.95,14911.0,EIRE
569815,22633,HAND WARMER UNION JACK,192,2011-10-06 11:53:00,1.79,15838.0,United Kingdom
578472,82494L,WOODEN FRAME ANTIQUE WHITE ,18,2011-11-24 12:40:00,2.95,12476.0,Germany
566262,21374,MIRRORED WALL ART SKULLS,6,2011-09-11 12:56:00,1.25,15527.0,United Kingdom
576371,22163,HEART STRING MEMO HOLDER HANGING,48,2011-11-15 08:07:00,0.79,14911.0,EIRE
563169,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-08-12 12:42:00,1.25,14911.0,EIRE
571429,20767,BLUE PAISLEY JOURNAL ,1,2011-10-17 12:50:00,2.55,15335.0,United Kingdom
542907,22469,HEART OF WICKER SMALL,40,2011-02-01 15:15:00,1.45,13854.0,United Kingdom
580727,22766,PHOTO FRAME CORNICE,1,2011-12-05 17:17:00,5.79,14096.0,United Kingdom
571456,22729,ALARM CLOCK BAKELIKE ORANGE,1,2011-10-17 13:57:00,3.75,16729.0,United Kingdom
549813,21749,LARGE RED RETROSPOT WINDMILL,1,2011-04-12 12:16:00,2.1,17972.0,United Kingdom
543518,21217,RED RETROSPOT ROUND CAKE TINS,24,2011-02-09 11:21:00,8.95,12753.0,Japan
569823,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-10-06 12:15:00,1.65,16895.0,United Kingdom
544161,20728,LUNCH BAG CARS BLUE,10,2011-02-16 12:59:00,1.65,16875.0,United Kingdom
570488,22420,LIPSTICK PEN BABY PINK,3,2011-10-10 17:12:00,0.83,14096.0,United Kingdom
554441,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-05-24 12:22:00,0.85,13213.0,United Kingdom
570796,23103,JINGLE BELL HEART DECORATION,3,2011-10-12 12:19:00,1.65,16241.0,United Kingdom
576770,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-11-16 13:16:00,1.25,13926.0,United Kingdom
538437,72127,COLUMBIAN CANDLE ROUND ,2,2010-12-12 12:18:00,1.25,16010.0,United Kingdom
539957,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-12-23 12:58:00,1.25,12585.0,Germany
577545,22727,ALARM CLOCK BAKELIKE RED ,1,2011-11-20 14:43:00,3.75,16931.0,United Kingdom
559797,21967,PACK OF 12 SKULL TISSUES,24,2011-07-12 13:31:00,0.29,12720.0,Germany
569899,23322,LARGE WHITE HEART OF WICKER,6,2011-10-06 16:15:00,2.95,13940.0,United Kingdom
580750,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-12-06 09:56:00,2.1,12749.0,United Kingdom
563137,21621,VINTAGE UNION JACK BUNTING,2,2011-08-12 11:22:00,8.5,14534.0,United Kingdom
547910,21399,BLUE POLKADOT COFFEE MUG,6,2011-03-28 12:23:00,0.39,14159.0,United Kingdom
556127,22620,4 TRADITIONAL SPINNING TOPS,12,2011-06-09 10:23:00,1.45,12406.0,Denmark
580514,23084,RABBIT NIGHT LIGHT,1,2011-12-04 14:01:00,2.08,16905.0,United Kingdom
537057,85214,TUB 24 PINK FLOWER PEGS,12,2010-12-05 11:49:00,1.65,15351.0,United Kingdom
551655,22630,DOLLY GIRL LUNCH BOX,2,2011-05-03 12:07:00,1.95,17757.0,United Kingdom
580677,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,6,2011-12-05 14:40:00,2.08,16200.0,United Kingdom
557623,23285,PINK VINTAGE SPOT BEAKER,8,2011-06-21 14:15:00,0.85,15498.0,United Kingdom
580527,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1,2011-12-04 15:19:00,0.39,13736.0,United Kingdom
545603,22978,PANTRY ROLLING PIN,6,2011-03-04 11:49:00,3.75,15827.0,United Kingdom
548331,22960,JAM MAKING SET WITH JARS,6,2011-03-30 13:28:00,4.25,13047.0,United Kingdom
555110,21260,FIRST AID TIN,2,2011-05-31 14:34:00,3.25,17841.0,United Kingdom
548712,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1,2011-04-03 14:42:00,2.1,17050.0,United Kingdom
566294,21126,SET OF 6 GIRLS CELEBRATION CANDLES,6,2011-09-11 15:41:00,1.25,15533.0,United Kingdom
549425,23010,CIRCUS PARADE BABY GIFT SET,1,2011-04-08 11:54:00,16.95,14030.0,United Kingdom
562173,21620,SET OF 4 ROSE BOTANICAL CANDLES,2,2011-08-03 12:12:00,3.75,14530.0,United Kingdom
578697,22940,FELTCRAFT CHRISTMAS FAIRY,4,2011-11-25 10:03:00,4.25,14132.0,United Kingdom
548358,21845,DAIRY MAID STRIPE MUG,6,2011-03-30 15:29:00,2.95,15832.0,United Kingdom
538510,22603,CHRISTMAS RETROSPOT TREE WOOD,4,2010-12-12 13:47:00,0.85,18004.0,United Kingdom
564357,22794,SWEETHEART WIRE MAGAZINE RACK,4,2011-08-24 15:51:00,7.95,14973.0,United Kingdom
538369,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,1,2010-12-12 11:06:00,3.75,17251.0,United Kingdom
536412,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2010-12-01 11:49:00,2.1,17920.0,United Kingdom
537350,22551,PLASTERS IN TIN SPACEBOY,12,2010-12-06 12:23:00,1.65,14708.0,United Kingdom
549543,21063,PARTY INVITES JAZZ HEARTS,1,2011-04-10 11:14:00,0.85,18118.0,United Kingdom
544087,22971,QUEENS GUARD COFFEE MUG,3,2011-02-15 17:02:00,2.55,17530.0,United Kingdom
570246,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-10-09 16:22:00,3.75,16921.0,United Kingdom
553691,21988,PACK OF 6 SKULL PAPER PLATES,2,2011-05-18 14:08:00,0.85,15311.0,United Kingdom
571712,22993,SET OF 4 PANTRY JELLY MOULDS,3,2011-10-18 16:46:00,1.25,14056.0,United Kingdom
573339,84247N,PACK/12 BLUE FOLKART CARDS,1,2011-10-30 11:49:00,2.95,13278.0,United Kingdom
567183,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-09-18 15:32:00,3.75,14769.0,United Kingdom
554603,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-05-25 11:14:00,0.42,14593.0,United Kingdom
574063,21166,COOK WITH WINE METAL SIGN ,2,2011-11-02 14:31:00,2.08,13271.0,United Kingdom
544277,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-17 11:58:00,1.25,13718.0,United Kingdom
569008,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-09-29 18:53:00,2.95,15114.0,United Kingdom
578244,23475,WOODLAND SMALL PINK FELT HEART,10,2011-11-23 12:36:00,0.83,15727.0,United Kingdom
550784,21172,PARTY METAL SIGN ,12,2011-04-20 13:59:00,1.45,13269.0,United Kingdom
558557,22730,ALARM CLOCK BAKELIKE IVORY,12,2011-06-30 13:17:00,3.75,13282.0,United Kingdom
